Namespace(annpath='train.json', bs=32, clip_len=16, cuda=True, dataparallel=True, emb_init='../wordvectors/glove.840B.300d-char.txt', embedding_size=300, feature_size=8192, framepath='frames', ft_begin_index=0, imsize=224, log_every=10, lr=0.0001, lstm_memory=512, lstm_pretrain_ep=0, lstm_stacks=1, manual_seed=1, max_epochs=1000, max_seqlen=30, meta_path='videometa_train.json', mode='train', model_path='../models', modeldepth=18, modelname='resnet', momentum=0.9, n_classes=400, n_cpu=8, n_finetune_classes=400, norm_value=1, num_layers=18, patience=10, pretrain_path='../models/resnet-18-kinetics.pth', resnet_shortcut='A', resnext_cardinality=32, rnnmethod='LSTM', root_path='/ssd1/dsets/activitynet_captions', sample_duration=16, sample_size=112, start_from_ep=0, token_level=False, vocabpath='vocab.json', wide_resnet_k=2)
loaded dictionary from /ssd1/dsets/activitynet_captions/vocab.json
dictionary length: 11181 words
succesfully initialized embeddings from ../wordvectors/glove.840B.300d-char.txt
using 4 gpus...
# of params in model : 46450405
start decoder pretraining, doing for 0 epochs
start training
iter 000010/000283 | nll loss: 9.3273 | 1.7958s per loop
iter 000030/000283 | nll loss: 7.2161 | 0.6941s per loop
iter 000040/000283 | nll loss: 6.9579 | 0.8208s per loop
iter 000050/000283 | nll loss: 7.4033 | 0.7108s per loop
iter 000060/000283 | nll loss: 7.4722 | 0.7467s per loop
iter 000070/000283 | nll loss: 7.5213 | 0.7457s per loop
iter 000080/000283 | nll loss: 7.1662 | 0.7190s per loop
iter 000090/000283 | nll loss: 7.4192 | 0.7303s per loop
iter 000100/000283 | nll loss: 7.4211 | 0.6699s per loop
iter 000110/000283 | nll loss: 7.2577 | 0.6532s per loop
iter 000120/000283 | nll loss: 7.5131 | 0.6969s per loop
iter 000130/000283 | nll loss: 7.0626 | 0.7420s per loop
iter 000140/000283 | nll loss: 7.2390 | 0.6995s per loop
iter 000150/000283 | nll loss: 7.4017 | 0.6857s per loop
iter 000160/000283 | nll loss: 7.3305 | 0.6773s per loop
iter 000170/000283 | nll loss: 7.3174 | 0.6884s per loop
iter 000180/000283 | nll loss: 7.4196 | 0.7159s per loop
iter 000190/000283 | nll loss: 7.2262 | 0.7183s per loop
iter 000200/000283 | nll loss: 7.3146 | 0.7223s per loop
iter 000210/000283 | nll loss: 7.1791 | 0.7421s per loop
iter 000220/000283 | nll loss: 7.3495 | 0.7378s per loop
iter 000230/000283 | nll loss: 7.5247 | 0.6553s per loop
iter 000240/000283 | nll loss: 7.2464 | 0.7326s per loop
iter 000250/000283 | nll loss: 7.1595 | 0.6958s per loop
iter 000260/000283 | nll loss: 7.3835 | 0.7685s per loop
iter 000270/000283 | nll loss: 7.2242 | 0.7849s per loop
iter 000280/000283 | nll loss: 7.2022 | 0.6222s per loop
Epoch    81: reducing learning rate of group 0 to 2.5000e-05.
epoch 0082/1000 done, loss: 7.405723
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0082.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0082.ckpt
iter 000010/000283 | nll loss: 7.3821 | 1.0891s per loop
iter 000020/000283 | nll loss: 7.2915 | 0.7435s per loop
iter 000030/000283 | nll loss: 7.4421 | 0.6839s per loop
iter 000040/000283 | nll loss: 7.4061 | 0.6946s per loop
iter 000050/000283 | nll loss: 7.3427 | 0.7891s per loop
iter 000060/000283 | nll loss: 7.3549 | 0.7985s per loop
iter 000070/000283 | nll loss: 7.3556 | 0.7167s per loop
iter 000080/000283 | nll loss: 7.2690 | 0.7230s per loop
iter 000090/000283 | nll loss: 7.3113 | 0.7362s per loop
iter 000100/000283 | nll loss: 7.3176 | 0.7393s per loop
iter 000110/000283 | nll loss: 7.2290 | 0.7878s per loop
iter 000120/000283 | nll loss: 7.4834 | 0.6989s per loop
iter 000130/000283 | nll loss: 7.4662 | 0.7231s per loop
iter 000140/000283 | nll loss: 7.4776 | 0.7292s per loop
iter 000150/000283 | nll loss: 7.3196 | 0.6868s per loop
iter 000160/000283 | nll loss: 7.3167 | 0.6703s per loop
iter 000170/000283 | nll loss: 7.0530 | 0.7499s per loop
iter 000180/000283 | nll loss: 7.3195 | 0.7133s per loop
iter 000190/000283 | nll loss: 7.1655 | 0.6907s per loop
iter 000200/000283 | nll loss: 7.4175 | 0.7435s per loop
iter 000210/000283 | nll loss: 7.2121 | 0.6966s per loop
iter 000220/000283 | nll loss: 7.2289 | 0.6734s per loop
iter 000230/000283 | nll loss: 7.0900 | 0.6810s per loop
iter 000240/000283 | nll loss: 7.3573 | 0.7175s per loop
iter 000250/000283 | nll loss: 7.4424 | 0.7329s per loop
iter 000260/000283 | nll loss: 7.4253 | 0.6428s per loop
iter 000270/000283 | nll loss: 7.0511 | 0.6983s per loop
iter 000280/000283 | nll loss: 7.2532 | 0.6128s per loop
epoch 0083/1000 done, loss: 7.431809
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0083.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0083.ckpt
iter 000010/000283 | nll loss: 7.3020 | 1.0830s per loop
iter 000020/000283 | nll loss: 7.2655 | 0.7155s per loop
iter 000030/000283 | nll loss: 7.2013 | 0.7463s per loop
iter 000040/000283 | nll loss: 7.3823 | 0.7465s per loop
iter 000050/000283 | nll loss: 7.0529 | 0.7402s per loop
iter 000060/000283 | nll loss: 7.3374 | 0.6746s per loop
iter 000070/000283 | nll loss: 7.4616 | 0.6864s per loop
iter 000080/000283 | nll loss: 7.3378 | 0.6804s per loop
iter 000090/000283 | nll loss: 7.4973 | 0.6688s per loop
iter 000100/000283 | nll loss: 7.3166 | 0.6737s per loop
iter 000110/000283 | nll loss: 7.2002 | 0.6972s per loop
iter 000120/000283 | nll loss: 7.3247 | 0.7094s per loop
iter 000130/000283 | nll loss: 7.3100 | 0.6459s per loop
iter 000140/000283 | nll loss: 7.2977 | 0.6856s per loop
iter 000150/000283 | nll loss: 7.4376 | 0.7566s per loop
iter 000160/000283 | nll loss: 7.3590 | 0.7724s per loop
iter 000170/000283 | nll loss: 7.1724 | 0.6782s per loop
iter 000180/000283 | nll loss: 7.2292 | 0.6694s per loop
iter 000190/000283 | nll loss: 7.2395 | 0.7161s per loop
iter 000200/000283 | nll loss: 7.4487 | 0.7001s per loop
iter 000210/000283 | nll loss: 7.3088 | 0.6682s per loop
iter 000220/000283 | nll loss: 7.1846 | 0.6998s per loop
iter 000230/000283 | nll loss: 7.2524 | 0.7272s per loop
iter 000240/000283 | nll loss: 7.3408 | 0.7270s per loop
iter 000250/000283 | nll loss: 7.3218 | 0.7120s per loop
iter 000260/000283 | nll loss: 7.2757 | 0.7222s per loop
iter 000270/000283 | nll loss: 7.1220 | 0.7056s per loop
iter 000280/000283 | nll loss: 7.3218 | 0.6353s per loop
epoch 0084/1000 done, loss: 7.207375
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0084.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0084.ckpt
iter 000010/000283 | nll loss: 7.4428 | 1.0833s per loop
iter 000020/000283 | nll loss: 7.3839 | 0.6786s per loop
iter 000030/000283 | nll loss: 7.4563 | 0.7425s per loop
iter 000040/000283 | nll loss: 7.2436 | 0.7233s per loop
iter 000050/000283 | nll loss: 7.3083 | 0.6915s per loop
iter 000060/000283 | nll loss: 7.3654 | 0.6969s per loop
iter 000070/000283 | nll loss: 7.2983 | 0.6667s per loop
iter 000080/000283 | nll loss: 7.3784 | 0.6864s per loop
iter 000090/000283 | nll loss: 7.1484 | 0.6917s per loop
iter 000100/000283 | nll loss: 7.3491 | 0.7236s per loop
iter 000110/000283 | nll loss: 7.2679 | 0.6833s per loop
iter 000120/000283 | nll loss: 7.2177 | 0.6833s per loop
iter 000130/000283 | nll loss: 7.3004 | 0.6713s per loop
iter 000140/000283 | nll loss: 7.3241 | 0.6812s per loop
iter 000150/000283 | nll loss: 7.2930 | 0.6813s per loop
iter 000160/000283 | nll loss: 7.2604 | 0.6613s per loop
iter 000170/000283 | nll loss: 7.4397 | 0.7138s per loop
iter 000180/000283 | nll loss: 7.3909 | 0.6948s per loop
iter 000190/000283 | nll loss: 7.4643 | 0.6663s per loop
iter 000200/000283 | nll loss: 7.3281 | 0.7370s per loop
iter 000210/000283 | nll loss: 7.4296 | 0.6935s per loop
iter 000220/000283 | nll loss: 7.1940 | 0.6864s per loop
iter 000230/000283 | nll loss: 7.3233 | 0.6834s per loop
iter 000240/000283 | nll loss: 7.3483 | 0.6883s per loop
iter 000250/000283 | nll loss: 7.4456 | 0.6832s per loop
iter 000260/000283 | nll loss: 7.3392 | 0.6805s per loop
iter 000270/000283 | nll loss: 7.3063 | 0.6815s per loop
iter 000280/000283 | nll loss: 7.3555 | 0.6203s per loop
epoch 0085/1000 done, loss: 7.355632
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0085.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0085.ckpt
iter 000010/000283 | nll loss: 7.2916 | 1.0584s per loop
iter 000020/000283 | nll loss: 7.2460 | 0.7196s per loop
iter 000030/000283 | nll loss: 7.1626 | 0.7022s per loop
iter 000040/000283 | nll loss: 7.3021 | 0.7557s per loop
iter 000050/000283 | nll loss: 7.3317 | 0.7505s per loop
iter 000060/000283 | nll loss: 7.4180 | 0.7021s per loop
iter 000070/000283 | nll loss: 7.1303 | 0.6986s per loop
iter 000080/000283 | nll loss: 7.3783 | 0.7009s per loop
iter 000090/000283 | nll loss: 7.1872 | 0.6906s per loop
iter 000100/000283 | nll loss: 7.3090 | 0.6841s per loop
iter 000110/000283 | nll loss: 7.3741 | 0.6779s per loop
iter 000120/000283 | nll loss: 7.5055 | 0.6927s per loop
iter 000130/000283 | nll loss: 7.3483 | 0.6864s per loop
iter 000140/000283 | nll loss: 7.3156 | 0.6991s per loop
iter 000150/000283 | nll loss: 7.4290 | 0.6943s per loop
iter 000160/000283 | nll loss: 7.0981 | 0.7059s per loop
iter 000170/000283 | nll loss: 7.1149 | 0.7040s per loop
iter 000180/000283 | nll loss: 7.2498 | 0.6987s per loop
iter 000190/000283 | nll loss: 7.4241 | 0.6835s per loop
iter 000200/000283 | nll loss: 7.3224 | 0.6630s per loop
iter 000210/000283 | nll loss: 7.5605 | 0.7333s per loop
iter 000220/000283 | nll loss: 7.1698 | 0.7045s per loop
iter 000230/000283 | nll loss: 7.3355 | 0.7487s per loop
iter 000240/000283 | nll loss: 7.2871 | 0.7052s per loop
iter 000250/000283 | nll loss: 7.4717 | 0.7075s per loop
iter 000260/000283 | nll loss: 7.2958 | 0.6983s per loop
iter 000270/000283 | nll loss: 7.2050 | 0.6734s per loop
iter 000280/000283 | nll loss: 7.0821 | 0.6668s per loop
epoch 0086/1000 done, loss: 7.267998
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0086.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0086.ckpt
iter 000010/000283 | nll loss: 7.3278 | 1.0781s per loop
iter 000020/000283 | nll loss: 7.4146 | 0.7089s per loop
iter 000030/000283 | nll loss: 7.4136 | 0.7458s per loop
iter 000040/000283 | nll loss: 7.2779 | 0.7019s per loop
iter 000050/000283 | nll loss: 7.4252 | 0.6912s per loop
iter 000060/000283 | nll loss: 7.2406 | 0.6536s per loop
iter 000070/000283 | nll loss: 7.1450 | 0.6472s per loop
iter 000080/000283 | nll loss: 7.4273 | 0.6973s per loop
iter 000090/000283 | nll loss: 7.4040 | 0.6471s per loop
iter 000100/000283 | nll loss: 7.2857 | 0.6414s per loop
iter 000110/000283 | nll loss: 7.3161 | 0.6915s per loop
iter 000120/000283 | nll loss: 7.2514 | 0.7127s per loop
iter 000130/000283 | nll loss: 7.2426 | 0.6701s per loop
iter 000140/000283 | nll loss: 7.3026 | 0.7217s per loop
iter 000150/000283 | nll loss: 7.3961 | 0.6995s per loop
iter 000160/000283 | nll loss: 7.4113 | 0.6978s per loop
iter 000170/000283 | nll loss: 7.3012 | 0.6945s per loop
iter 000180/000283 | nll loss: 7.2345 | 0.6870s per loop
iter 000190/000283 | nll loss: 7.1594 | 0.7564s per loop
iter 000200/000283 | nll loss: 7.3718 | 0.6809s per loop
iter 000210/000283 | nll loss: 7.3204 | 0.7928s per loop
iter 000220/000283 | nll loss: 7.3384 | 0.6803s per loop
iter 000230/000283 | nll loss: 7.1795 | 0.6828s per loop
iter 000240/000283 | nll loss: 7.3917 | 0.6993s per loop
iter 000250/000283 | nll loss: 7.3432 | 0.7043s per loop
iter 000260/000283 | nll loss: 7.2984 | 0.6788s per loop
iter 000270/000283 | nll loss: 7.2897 | 0.6872s per loop
iter 000280/000283 | nll loss: 7.3497 | 0.6244s per loop
epoch 0087/1000 done, loss: 7.181986
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0087.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0087.ckpt
iter 000010/000283 | nll loss: 7.2069 | 1.1029s per loop
iter 000020/000283 | nll loss: 7.3478 | 0.7331s per loop
iter 000030/000283 | nll loss: 7.2230 | 0.7088s per loop
iter 000040/000283 | nll loss: 7.1563 | 0.7266s per loop
iter 000050/000283 | nll loss: 7.2190 | 0.7997s per loop
iter 000060/000283 | nll loss: 7.3716 | 0.6605s per loop
iter 000070/000283 | nll loss: 7.3183 | 0.6471s per loop
iter 000080/000283 | nll loss: 7.1531 | 0.7046s per loop
iter 000090/000283 | nll loss: 7.4112 | 0.6980s per loop
iter 000100/000283 | nll loss: 7.1028 | 0.6839s per loop
iter 000110/000283 | nll loss: 7.2902 | 0.6656s per loop
iter 000120/000283 | nll loss: 7.4588 | 0.6717s per loop
iter 000130/000283 | nll loss: 7.3421 | 0.6956s per loop
iter 000140/000283 | nll loss: 7.3325 | 0.6890s per loop
iter 000150/000283 | nll loss: 7.0677 | 0.6692s per loop
iter 000160/000283 | nll loss: 7.2369 | 0.6804s per loop
iter 000170/000283 | nll loss: 7.2467 | 0.6664s per loop
iter 000180/000283 | nll loss: 7.4278 | 0.6796s per loop
iter 000190/000283 | nll loss: 7.3936 | 0.7487s per loop
iter 000200/000283 | nll loss: 7.1861 | 0.7287s per loop
iter 000210/000283 | nll loss: 7.2233 | 0.7047s per loop
iter 000220/000283 | nll loss: 7.2671 | 0.6842s per loop
iter 000230/000283 | nll loss: 7.3692 | 0.6757s per loop
iter 000240/000283 | nll loss: 7.4073 | 0.6993s per loop
iter 000250/000283 | nll loss: 7.4391 | 0.6796s per loop
iter 000260/000283 | nll loss: 7.3548 | 0.6648s per loop
iter 000270/000283 | nll loss: 7.1556 | 0.6786s per loop
iter 000280/000283 | nll loss: 7.3659 | 0.6022s per loop
epoch 0088/1000 done, loss: 7.408380
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0088.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0088.ckpt
iter 000010/000283 | nll loss: 7.2094 | 1.0200s per loop
iter 000020/000283 | nll loss: 7.4674 | 0.6728s per loop
iter 000030/000283 | nll loss: 7.4432 | 0.7629s per loop
iter 000040/000283 | nll loss: 7.5967 | 0.7071s per loop
iter 000050/000283 | nll loss: 7.1207 | 0.7029s per loop
iter 000060/000283 | nll loss: 7.3604 | 0.6928s per loop
iter 000070/000283 | nll loss: 7.2329 | 0.6759s per loop
iter 000080/000283 | nll loss: 7.3232 | 0.6835s per loop
iter 000090/000283 | nll loss: 7.3100 | 0.6705s per loop
iter 000100/000283 | nll loss: 7.0597 | 0.7130s per loop
iter 000110/000283 | nll loss: 7.1207 | 0.7126s per loop
iter 000120/000283 | nll loss: 7.4453 | 0.6817s per loop
iter 000130/000283 | nll loss: 7.2203 | 0.7438s per loop
iter 000140/000283 | nll loss: 7.3378 | 0.7211s per loop
iter 000150/000283 | nll loss: 7.2496 | 0.7705s per loop
iter 000160/000283 | nll loss: 7.3692 | 0.7039s per loop
iter 000170/000283 | nll loss: 7.2841 | 0.6778s per loop
iter 000180/000283 | nll loss: 7.0287 | 0.7033s per loop
iter 000190/000283 | nll loss: 7.1241 | 0.6953s per loop
iter 000200/000283 | nll loss: 7.0406 | 0.6981s per loop
iter 000210/000283 | nll loss: 7.2609 | 0.6951s per loop
iter 000220/000283 | nll loss: 7.2052 | 0.6776s per loop
iter 000230/000283 | nll loss: 7.0596 | 0.6530s per loop
iter 000240/000283 | nll loss: 7.3851 | 0.6998s per loop
iter 000250/000283 | nll loss: 7.4159 | 0.6894s per loop
iter 000260/000283 | nll loss: 7.0432 | 0.6971s per loop
iter 000270/000283 | nll loss: 7.2107 | 0.6882s per loop
iter 000280/000283 | nll loss: 7.4315 | 0.6300s per loop
epoch 0089/1000 done, loss: 7.310844
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0089.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0089.ckpt
iter 000010/000283 | nll loss: 7.1515 | 1.0771s per loop
iter 000020/000283 | nll loss: 7.5251 | 0.7075s per loop
iter 000030/000283 | nll loss: 7.2613 | 0.7230s per loop
iter 000040/000283 | nll loss: 7.3770 | 0.6724s per loop
iter 000050/000283 | nll loss: 7.4198 | 0.6975s per loop
iter 000060/000283 | nll loss: 7.2940 | 0.6767s per loop
iter 000070/000283 | nll loss: 7.3798 | 0.7415s per loop
iter 000080/000283 | nll loss: 7.2593 | 0.6909s per loop
iter 000090/000283 | nll loss: 7.1796 | 0.7140s per loop
iter 000100/000283 | nll loss: 7.5075 | 0.7551s per loop
iter 000110/000283 | nll loss: 7.2933 | 0.6773s per loop
iter 000120/000283 | nll loss: 7.2988 | 0.6927s per loop
iter 000130/000283 | nll loss: 7.2820 | 0.7060s per loop
iter 000140/000283 | nll loss: 7.4553 | 0.6860s per loop
iter 000150/000283 | nll loss: 7.3458 | 0.7297s per loop
iter 000160/000283 | nll loss: 7.3062 | 0.6812s per loop
iter 000170/000283 | nll loss: 7.4566 | 0.7066s per loop
iter 000180/000283 | nll loss: 7.1944 | 0.6741s per loop
iter 000190/000283 | nll loss: 7.2911 | 0.7527s per loop
iter 000200/000283 | nll loss: 7.1988 | 0.6927s per loop
iter 000210/000283 | nll loss: 7.4783 | 0.7684s per loop
iter 000220/000283 | nll loss: 7.2386 | 0.7296s per loop
iter 000230/000283 | nll loss: 7.4546 | 0.7090s per loop
iter 000240/000283 | nll loss: 7.2914 | 0.6824s per loop
iter 000250/000283 | nll loss: 7.3436 | 0.6839s per loop
iter 000260/000283 | nll loss: 7.3081 | 0.7445s per loop
iter 000270/000283 | nll loss: 7.0870 | 0.6626s per loop
iter 000280/000283 | nll loss: 7.2560 | 0.6128s per loop
epoch 0090/1000 done, loss: 6.963086
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0090.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0090.ckpt
iter 000010/000283 | nll loss: 7.4143 | 1.0580s per loop
iter 000020/000283 | nll loss: 7.5305 | 0.6865s per loop
iter 000030/000283 | nll loss: 7.2557 | 0.7261s per loop
iter 000040/000283 | nll loss: 7.3520 | 0.7370s per loop
iter 000050/000283 | nll loss: 7.3389 | 0.7651s per loop
iter 000060/000283 | nll loss: 7.3025 | 0.7279s per loop
iter 000070/000283 | nll loss: 7.3759 | 0.7435s per loop
iter 000080/000283 | nll loss: 7.3733 | 0.6838s per loop
iter 000090/000283 | nll loss: 7.4414 | 0.6906s per loop
iter 000100/000283 | nll loss: 7.3463 | 0.7420s per loop
iter 000110/000283 | nll loss: 7.3720 | 0.7456s per loop
iter 000120/000283 | nll loss: 7.2199 | 0.7097s per loop
iter 000130/000283 | nll loss: 7.4218 | 0.6865s per loop
iter 000140/000283 | nll loss: 7.3203 | 0.6567s per loop
iter 000150/000283 | nll loss: 7.3181 | 0.6719s per loop
iter 000160/000283 | nll loss: 7.5080 | 0.6567s per loop
iter 000170/000283 | nll loss: 7.4652 | 0.6919s per loop
iter 000180/000283 | nll loss: 7.4273 | 0.7305s per loop
iter 000190/000283 | nll loss: 7.2567 | 0.7240s per loop
iter 000200/000283 | nll loss: 7.1249 | 0.6933s per loop
iter 000210/000283 | nll loss: 7.1119 | 0.6943s per loop
iter 000220/000283 | nll loss: 7.3105 | 0.6887s per loop
iter 000230/000283 | nll loss: 7.1783 | 0.6976s per loop
iter 000240/000283 | nll loss: 7.1741 | 0.7170s per loop
iter 000250/000283 | nll loss: 7.2081 | 0.7028s per loop
iter 000260/000283 | nll loss: 7.2814 | 0.7084s per loop
iter 000270/000283 | nll loss: 7.2071 | 0.6955s per loop
iter 000280/000283 | nll loss: 7.3069 | 0.6248s per loop
epoch 0091/1000 done, loss: 7.120068
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0091.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0091.ckpt
iter 000010/000283 | nll loss: 7.0706 | 1.0715s per loop
iter 000020/000283 | nll loss: 7.3590 | 0.6880s per loop
iter 000030/000283 | nll loss: 7.2849 | 0.7291s per loop
iter 000040/000283 | nll loss: 7.2169 | 0.6686s per loop
iter 000050/000283 | nll loss: 7.4167 | 0.7052s per loop
iter 000060/000283 | nll loss: 7.3404 | 0.7782s per loop
iter 000070/000283 | nll loss: 7.3001 | 0.6974s per loop
iter 000080/000283 | nll loss: 7.3347 | 0.7260s per loop
iter 000090/000283 | nll loss: 7.2384 | 0.7004s per loop
iter 000100/000283 | nll loss: 7.1655 | 0.7784s per loop
iter 000110/000283 | nll loss: 7.2646 | 0.6698s per loop
iter 000120/000283 | nll loss: 7.2920 | 0.6805s per loop
iter 000130/000283 | nll loss: 7.2899 | 0.7297s per loop
iter 000140/000283 | nll loss: 7.2454 | 0.7042s per loop
iter 000150/000283 | nll loss: 7.1746 | 0.7199s per loop
iter 000160/000283 | nll loss: 7.2777 | 0.7193s per loop
iter 000170/000283 | nll loss: 7.2608 | 0.7123s per loop
iter 000180/000283 | nll loss: 7.1497 | 0.7133s per loop
iter 000190/000283 | nll loss: 7.2822 | 0.7331s per loop
iter 000200/000283 | nll loss: 7.2866 | 0.7275s per loop
iter 000210/000283 | nll loss: 7.2109 | 0.6912s per loop
iter 000220/000283 | nll loss: 7.2760 | 0.7017s per loop
iter 000230/000283 | nll loss: 7.3853 | 0.6946s per loop
iter 000240/000283 | nll loss: 7.0656 | 0.6556s per loop
iter 000250/000283 | nll loss: 7.3285 | 0.7271s per loop
iter 000260/000283 | nll loss: 7.2416 | 0.6572s per loop
iter 000270/000283 | nll loss: 7.2063 | 0.7148s per loop
iter 000280/000283 | nll loss: 7.3217 | 0.6164s per loop
epoch 0092/1000 done, loss: 7.126736
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0092.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0092.ckpt
iter 000010/000283 | nll loss: 7.2620 | 1.0238s per loop
iter 000020/000283 | nll loss: 7.2211 | 0.7344s per loop
iter 000030/000283 | nll loss: 7.2779 | 0.7028s per loop
iter 000040/000283 | nll loss: 7.5039 | 0.6829s per loop
iter 000050/000283 | nll loss: 7.0706 | 0.7347s per loop
iter 000060/000283 | nll loss: 7.3946 | 0.7551s per loop
iter 000070/000283 | nll loss: 7.4891 | 0.6772s per loop
iter 000080/000283 | nll loss: 7.2443 | 0.7306s per loop
iter 000090/000283 | nll loss: 7.4072 | 0.6982s per loop
iter 000100/000283 | nll loss: 7.3784 | 0.6868s per loop
iter 000110/000283 | nll loss: 7.2327 | 0.7129s per loop
iter 000120/000283 | nll loss: 7.5180 | 0.7167s per loop
iter 000130/000283 | nll loss: 7.4510 | 0.6731s per loop
iter 000140/000283 | nll loss: 7.1717 | 0.6940s per loop
iter 000150/000283 | nll loss: 7.2439 | 0.6934s per loop
iter 000160/000283 | nll loss: 7.3958 | 0.6845s per loop
iter 000170/000283 | nll loss: 7.3758 | 0.6988s per loop
iter 000180/000283 | nll loss: 7.2047 | 0.6882s per loop
iter 000190/000283 | nll loss: 7.7316 | 0.6865s per loop
iter 000200/000283 | nll loss: 7.3497 | 0.7124s per loop
iter 000210/000283 | nll loss: 7.3504 | 0.6678s per loop
iter 000220/000283 | nll loss: 7.4053 | 0.7839s per loop
iter 000230/000283 | nll loss: 7.4424 | 0.6668s per loop
iter 000240/000283 | nll loss: 7.1773 | 0.7541s per loop
iter 000250/000283 | nll loss: 7.5036 | 0.6671s per loop
iter 000260/000283 | nll loss: 7.3140 | 0.7337s per loop
iter 000270/000283 | nll loss: 7.3738 | 0.6715s per loop
iter 000280/000283 | nll loss: 7.4458 | 0.6171s per loop
epoch 0093/1000 done, loss: 7.206118
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0093.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0093.ckpt
iter 000010/000283 | nll loss: 7.4139 | 1.0425s per loop
iter 000020/000283 | nll loss: 7.1829 | 0.7313s per loop
iter 000030/000283 | nll loss: 7.5029 | 0.6957s per loop
iter 000040/000283 | nll loss: 7.2513 | 0.6843s per loop
iter 000050/000283 | nll loss: 7.3376 | 0.7113s per loop
iter 000060/000283 | nll loss: 7.3864 | 0.7766s per loop
iter 000070/000283 | nll loss: 7.2142 | 0.7323s per loop
iter 000080/000283 | nll loss: 7.2871 | 0.7386s per loop
iter 000090/000283 | nll loss: 7.2562 | 0.7205s per loop
iter 000100/000283 | nll loss: 7.3411 | 0.7082s per loop
iter 000110/000283 | nll loss: 7.1764 | 0.6765s per loop
iter 000120/000283 | nll loss: 7.3766 | 0.6922s per loop
iter 000130/000283 | nll loss: 7.2536 | 0.6986s per loop
iter 000140/000283 | nll loss: 7.2930 | 0.7077s per loop
iter 000150/000283 | nll loss: 7.3231 | 0.7368s per loop
iter 000160/000283 | nll loss: 7.2764 | 0.7259s per loop
iter 000170/000283 | nll loss: 7.4617 | 0.6963s per loop
iter 000180/000283 | nll loss: 6.9997 | 0.7325s per loop
iter 000190/000283 | nll loss: 7.2586 | 0.6445s per loop
iter 000200/000283 | nll loss: 7.2465 | 0.7125s per loop
iter 000210/000283 | nll loss: 7.3005 | 0.6911s per loop
iter 000220/000283 | nll loss: 7.2323 | 0.6870s per loop
iter 000230/000283 | nll loss: 7.1236 | 0.7671s per loop
iter 000240/000283 | nll loss: 7.0656 | 0.7463s per loop
iter 000250/000283 | nll loss: 7.3221 | 0.7230s per loop
iter 000260/000283 | nll loss: 7.1847 | 0.6932s per loop
iter 000270/000283 | nll loss: 7.2312 | 0.6886s per loop
iter 000280/000283 | nll loss: 7.2315 | 0.6467s per loop
epoch 0094/1000 done, loss: 7.408931
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0094.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0094.ckpt
iter 000010/000283 | nll loss: 7.2879 | 1.0786s per loop
iter 000020/000283 | nll loss: 7.2141 | 0.7482s per loop
iter 000030/000283 | nll loss: 7.3954 | 0.6662s per loop
iter 000040/000283 | nll loss: 7.3781 | 0.6993s per loop
iter 000050/000283 | nll loss: 7.1541 | 0.7369s per loop
iter 000060/000283 | nll loss: 7.4991 | 0.7458s per loop
iter 000070/000283 | nll loss: 7.2764 | 0.6824s per loop
iter 000080/000283 | nll loss: 7.2329 | 0.7113s per loop
iter 000090/000283 | nll loss: 7.1145 | 0.7084s per loop
iter 000100/000283 | nll loss: 7.1846 | 0.7154s per loop
iter 000110/000283 | nll loss: 7.3703 | 0.8669s per loop
iter 000120/000283 | nll loss: 7.2120 | 1.0562s per loop
iter 000130/000283 | nll loss: 7.5150 | 0.7617s per loop
iter 000140/000283 | nll loss: 7.1685 | 0.7433s per loop
iter 000150/000283 | nll loss: 7.1940 | 0.7213s per loop
iter 000160/000283 | nll loss: 7.3489 | 0.7195s per loop
iter 000170/000283 | nll loss: 7.4331 | 0.7214s per loop
iter 000180/000283 | nll loss: 7.3946 | 0.7217s per loop
